-7399,4075,16,77.03557603798231
-7399,4075,15,76.68167345127078
-7399,4075,23,76.2506134753347
-7399,4075,22,75.71368638395099
-7399,4075,21,74.24631571338537
-7399,4075,29,73.84520771144166
-7399,4075,3,73.84272321590312
-7399,4075,17,73.65942265617109
-7399,4075,8,73.60490178185321
-7398,4075,16,73.03926496424641
-7398,4075,15,72.94968509732918
-7399,4075,7,72.93602037186723
-7398,4075,22,72.79260976828171
-7398,4075,23,72.71255380092886
-7399,4075,24,72.62932320038789
-7399,4075,14,72.1723140488271
-7399,4074,16,71.5727224588603
-7398,4075,21,71.11005417857285
-7399,4075,9,71.03786578042538
-7399,4074,23,70.95477320741432
-7398,4075,29,70.91446916867805
-7399,4075,2,70.62198883278035
-7399,4074,15,70.24310326315354
-7399,4074,3,70.23592583159777
-7399,4074,17,70.00597196675322
-7398,4075,8,69.95835246893128
-7398,4076,15,69.8506909955947
-7398,4076,22,69.8219812693716
-7398,4075,7,69.68202135403406
-7398,4075,3,69.40375785371798
-7398,4076,16,69.34330179561358
-7398,4076,23,69.30272170181749
-7398,4075,17,69.2378487627557
-7399,4074,24,69.22653050530238
-7399,4074,22,69.21548830290888
-7399,4075,10,68.86282796396662
-7398,4075,24,68.4624100996725
-7398,4076,21,68.40747514276485
-7398,4076,29,68.38083582949055
-7399,4075,4,68.36744715908843
-7398,4075,14,68.16427063504811
-7399,4074,29,68.13376655093609
-7399,4074,8,68.06268237302795
-7399,4075,6,67.68945593212781
-7399,4075,20,67.66778560993058
-7399,4074,21,67.53886789698652
-7398,4075,2,67.51512716184051
-7398,4076,8,67.09828402148605
-7398,4076,7,67.01643369624428
-7399,4074,9,66.96909025348216
